Error rate,Insert speed 
0.215,22.595582999999998
0.2142,22.278083
0.2224,23.202375
0.2099,22.433457999999998
0.2198,22.355916
0.2267,22.307875
0.209,22.305292
0.2079,22.371417
0.2105,22.393082999999997
0.2142,22.340957999999997
0.2141,23.248542
0.2148,22.294042
0.209,22.342042000000003
0.197,22.339417
0.2068,22.34175
0.207,22.285167
0.2079,22.348375
0.1966,22.315082999999998
0.2128,22.329458
0.2032,22.333666
0.2054,22.350417
0.2143,22.323458
0.2173,22.32075
0.2078,22.432041
0.2055,22.404125
0.2139,22.478042000000002
0.192,22.461584
0.2064,22.311708
0.2002,22.385291000000002
0.2104,22.376541
0.1995,22.422125
0.2104,22.355125
0.2091,22.371959
0.2009,22.335125
0.1895,23.806708
0.1988,22.357292
0.1999,22.39925
0.2136,22.452125
0.2101,22.329583
0.2072,22.452583999999998
0.1997,22.39175
0.2107,22.32275
0.2162,22.289208
0.2151,22.386958
0.2207,22.357708
0.2095,22.31975
0.2067,22.349957999999997
0.2016,22.378458
0.2146,22.37525
0.2084,22.371

