Error rate,Insert speed 
0.0985,9.882667999999999
0.0995,9.782334
0.0895,9.794668
0.0908,9.825834
0.0962,9.8295
0.0914,9.819916
0.0943,9.797584
0.0859,9.779584000000002
0.0976,9.921334
0.0969,9.934082
0.0914,9.776334
0.102,9.846165999999998
0.0929,9.84125
0.0996,9.758916
0.0832,9.765165999999999
0.0968,9.755834
0.0953,9.774084
0.0821,9.723584
0.0863,9.755834
0.0826,9.77375
0.0898,9.79
0.0933,9.850667999999999
0.0848,9.791584
0.091,10.13275
0.0893,9.933582
0.088,9.757334
0.0933,9.823167999999999
0.086,9.801665999999999
0.0875,9.810082
0.0945,10.387917999999999
0.0862,10.479334000000001
0.0926,10.597415999999999
0.0974,9.977167999999999
0.0948,9.758834
0.0922,9.779584000000002
0.0821,9.786665999999999
0.0928,9.738415999999999
0.0915,9.757582000000001
0.093,9.81425
0.0913,9.80125
0.0929,9.867
0.1012,9.727584
0.0779,9.827584
0.0939,9.764584000000001
0.0965,9.807582
0.0917,9.7855
0.0939,9.745415999999999
0.0893,9.909
0.0864,9.878084000000001
0.1044,9.76825

