Error rate,Insert speed 
0.0116,2.90958
0.0107,0.06
0.0113,0.04917
0.011,0.0475
0.0093,0.06875
0.0091,0.07208
0.0117,0.06875
0.0093,0.05
0.0104,0.05292
0.009,0.04708
0.0106,0.05
0.0092,0.05916
0.0102,0.44666
0.0111,0.04291
0.0098,0.040420000000000005
0.0102,0.040420000000000005
0.0098,0.03917
0.0086,0.047920000000000004
0.0108,0.0475
0.0087,0.0475
0.0099,0.04208
0.011,0.05291
0.0093,0.04
0.0104,0.03958
0.0097,0.03915999999999999
0.0103,0.04541
0.0107,0.040420000000000005
0.0107,0.03958
0.0096,0.062079999999999996
0.0084,0.03959
0.0101,0.03917
0.0107,0.05125
0.0096,0.06708
0.0108,0.04083
0.0098,0.04084
0.0097,0.04667
0.0101,0.055
0.0104,0.06
0.0079,0.03958
0.009,0.03958
0.0088,0.03917
0.0093,0.04
0.0105,0.05291
0.0095,0.03958
0.0113,0.04083
0.0087,0.04125
0.0091,0.040420000000000005
0.0102,0.04
0.01,0.04
0.0096,0.055420000000000004

