Error rate,Insert speed 
0.0913,0.114584
0.0827,0.0395
0.0948,0.03475
0.0926,0.03675
0.0928,0.033668
0.092,0.383084
0.0896,0.038916
0.0998,0.033584
0.0943,0.0335
0.0961,0.034915999999999996
0.082,0.03275
0.0963,0.031418
0.093,0.033
0.098,0.03275
0.0948,0.034084
0.0906,0.036
0.089,0.036
0.0908,0.0345
0.0874,0.034
0.0924,0.034918
0.1014,0.033084
0.0881,0.11833199999999999
0.095,0.037418
0.0878,0.034418
0.0917,0.0325
0.0858,0.03225
0.0927,0.03425
0.0899,0.035665999999999996
0.0887,0.03525
0.0959,0.03375
0.0979,0.034084
0.0932,0.041834
0.0837,0.035
0.095,0.03325
0.0925,0.033165999999999994
0.0889,0.035584000000000005
0.0957,0.023
0.0904,0.022418
0.0853,0.022334
0.0856,0.021918
0.0892,0.021668
0.0983,0.022334
0.0947,0.026416000000000002
0.0881,0.022084
0.0949,0.0205
0.0885,0.02225
0.0938,0.021166
0.0896,0.020918
0.0897,0.021416
0.0997,0.021166

