Error rate,Insert speed 
0.0773,0.015875
0.0776,0.016375
0.0771,0.016332999999999997
0.0766,0.0165
0.0764,0.016875
0.0771,0.016041
0.0759,0.015959
0.0773,0.016457999999999997
0.0767,0.0165
0.0741,0.017541
0.0748,0.015875
0.0781,0.0165
0.0786,0.016083
0.0734,0.016083
0.0794,0.01725
0.0737,0.016542
0.0737,0.015417
0.0737,0.016541
0.0771,0.0155
0.0766,0.0545
0.0779,0.015
0.0759,0.015791
0.0793,0.0165
0.0782,0.015917
0.0805,0.015
0.0768,0.016707999999999997
0.0832,0.015583999999999999
0.0761,0.016125
0.0765,0.017042
0.0791,0.015875
0.0757,0.017582999999999998
0.0751,0.017291
0.0805,0.015167
0.0759,0.012083
0.0749,0.011375
0.0759,0.011208000000000001
0.076,0.011166
0.0798,0.01125
0.0755,0.018708
0.0816,0.011125
0.0763,0.011291
0.0766,0.011125
0.081,0.011125
0.0791,0.011583
0.0751,0.011208000000000001
0.0751,0.011167
0.0784,0.011125
0.0791,0.011167
0.0788,0.011292
0.0748,0.011333

