Error rate,Insert speed 
0.0138,0.056659999999999995
0.0138,0.04625
0.0109,0.14583000000000002
0.0109,0.04667
0.0117,0.04458
0.0118,4.4716700000000005
0.0114,0.0525
0.0108,0.04541
0.0094,0.04667
0.011,0.04833
0.0092,0.04625
0.0146,0.04625
0.0111,0.0475
0.0118,0.05792
0.0115,0.06041
0.0101,0.04375
0.011,0.04917
0.0146,0.05625
0.0114,0.05625
0.0115,0.04375
0.0114,0.045829999999999996
0.0102,0.05792
0.0123,0.06292
0.0157,0.04709000000000001
0.0124,0.04417
0.0106,0.04542
0.0093,0.05958
0.0117,0.04375
0.011,0.045
0.0127,2.93709
0.0106,0.07332999999999999
0.0104,0.04833
0.0132,0.049159999999999995
0.0099,0.04625
0.0102,0.06458
0.0132,0.04708
0.0103,3.21792
0.0128,3.38625
0.0137,0.02917
0.011,0.04542
0.0118,0.03
0.0115,0.026670000000000003
0.0113,0.02375
0.0121,0.02708
0.0109,0.02625
0.0096,0.02542
0.0116,0.023329999999999997
0.0107,0.02375
0.0125,0.02334
0.0109,0.022920000000000003

