Error rate,Insert speed 
0.2024,0.021459
0.2126,0.022417000000000003
0.2033,0.020667
0.2081,0.020707999999999997
0.2233,0.020707999999999997
0.2004,0.020667
0.2102,0.02075
0.2166,0.020625
0.2068,0.020667
0.2049,0.020832999999999997
0.2098,0.020667
0.2077,0.02075
0.2067,0.02075
0.2207,0.020667
0.2215,0.020625
0.2027,0.02225
0.2092,0.022167000000000003
0.212,0.020792
0.2046,0.021416
0.196,0.020667
0.209,0.020625
0.2144,0.02175
0.2022,0.020625
0.196,0.020666
0.2163,0.020666
0.2133,0.020792
0.2152,0.020708999999999998
0.2223,0.02075
0.2057,0.020667
0.2047,0.020541
0.2037,0.020791
0.2051,0.020625
0.2138,0.020666
0.2021,0.020583999999999998
0.2119,0.020707999999999997
0.2043,0.020625
0.2088,0.02075
0.2096,0.02075
0.2104,0.020666
0.2063,0.025667000000000002
0.2268,0.02075
0.2042,0.022084
0.2224,0.02075
0.2026,0.020582999999999997
0.2187,0.020625
0.2022,0.020792
0.2092,0.020708999999999998
0.2047,0.020834
0.2015,0.020625
0.2055,0.02075

