Error rate,Insert speed 
0.1309,0.024042
0.1291,0.022208
0.1287,0.024916
0.1423,0.021082999999999998
0.1325,0.023875
0.1296,0.020542
0.1307,0.021291
0.1318,0.0205
0.1347,0.021082999999999998
0.1187,0.022667000000000003
0.1356,0.021625
0.1321,0.021
0.1358,0.022167000000000003
0.1328,0.030375
0.1308,0.020291
0.1271,0.02125
0.1348,0.021541
0.1284,0.021207999999999998
0.1339,0.021
0.1321,0.02125
0.1419,0.020791
0.1339,0.032542
0.1375,0.021291
0.133,0.020834
0.1355,0.022125
0.1358,0.021416
0.1279,0.020917
0.1305,0.021457999999999998
0.1348,0.0235
0.1255,0.024292
0.1358,0.021584
0.1377,0.021625
0.1346,0.021
0.1275,0.021166
0.1364,0.021207999999999998
0.1284,0.021334
0.131,0.022417000000000003
0.1296,0.022667000000000003
0.1297,0.02225
0.1412,0.02175
0.1229,0.023125
0.1299,0.066584
0.1323,0.016667
0.1312,0.0165
0.134,0.016457999999999997
0.1359,0.016582999999999997
0.1317,0.016457999999999997
0.1381,0.016582999999999997
0.1338,0.0165
0.1314,0.016457999999999997

