Error rate,Insert speed 
0.0104,0.065
0.0095,0.04958
0.0122,0.04292
0.0102,0.04333
0.01,0.05291
0.0106,0.06292
0.0101,0.04416
0.0086,0.04375
0.0102,0.04292
0.0088,0.04708
0.01,0.04416
0.011,0.05083
0.0145,0.04291
0.0092,0.04333
0.0083,0.04416
0.0087,0.07540999999999999
0.0117,0.04291
0.0096,0.05042
0.0092,1.5325
0.009,0.535
0.0083,0.0475
0.0085,0.053329999999999995
0.0084,0.04542
0.0082,0.04292
0.0094,0.04291
0.0096,0.56375
0.0095,0.01584
0.009,0.01667
0.0114,0.01709
0.0107,0.01583
0.0125,0.01541
0.0117,0.0175
0.0108,0.01541
0.0098,0.01541
0.0078,0.01542
0.0114,0.01541
0.0097,0.0275
0.0099,0.017920000000000002
0.0111,0.02125
0.0096,0.01541
0.0097,0.01542
0.0105,0.017079999999999998
0.0091,0.01583
0.0104,0.01667
0.0124,0.06792000000000001
0.0094,0.05875
0.009,0.05125
0.0088,0.07875
0.0101,0.02042
0.0109,0.02

