Error rate,Insert speed 
0.094,0.123834
0.0963,0.021668
0.1025,0.022082
0.0926,0.021918
0.0871,0.021834
0.0866,0.021918
0.0806,0.031
0.0839,0.02575
0.0933,0.026584
0.0935,0.02825
0.1024,0.0255
0.0874,0.026834
0.0935,0.026166000000000002
0.0944,0.028418
0.0989,0.026168
0.0966,0.023582000000000002
0.0866,0.023166
0.0829,0.025416
0.0838,0.02625
0.0975,0.0265
0.0924,0.0265
0.0924,0.025332
0.0869,0.026584
0.0967,0.026916
0.0886,0.024
0.0851,0.027332000000000002
0.0969,0.026
0.0906,0.025916
0.0879,0.025332
0.0977,0.026916
0.1001,0.026668
0.0851,0.028918
0.0901,0.030666
0.0858,0.0285
0.0917,0.026166000000000002
0.089,0.025
0.0908,0.026666
0.0964,0.025834
0.0871,0.02625
0.1005,0.02525
0.1023,0.024834
0.0908,0.026418
0.088,0.0255
0.0882,0.0265
0.087,0.026416000000000002
0.096,0.030084
0.0846,0.025418
0.0979,0.026584
0.0976,0.026916
0.0993,0.0255

