Error rate,Insert speed 
0.0762,0.01975
0.0777,0.018791
0.0819,0.018417000000000003
0.0748,0.018
0.0787,0.017667000000000002
0.0766,0.018
0.0755,0.017625
0.08,0.018541000000000002
0.0779,0.018584
0.0809,0.036584000000000005
0.0793,0.017832999999999998
0.0769,0.01775
0.082,0.017792000000000002
0.079,0.017207999999999998
0.0798,0.0185
0.0782,0.018208
0.0797,0.01875
0.0757,0.019708
0.0783,0.018792000000000003
0.078,0.018167000000000003
0.075,0.020209
0.0801,0.021459
0.079,0.020375
0.0786,0.020332999999999997
0.0751,0.018625
0.0763,0.019167
0.075,0.019167
0.0797,0.018667000000000003
0.0754,0.019458
0.0753,0.018583
0.0766,0.019542
0.0766,0.017417000000000002
0.0793,0.018083
0.0746,0.018125
0.0784,0.018458
0.0788,0.020375
0.0785,0.019
0.0726,0.01875
0.0772,0.02025
0.074,0.018792000000000003
0.076,0.019292
0.0752,0.018958
0.0803,0.01825
0.0762,0.018833
0.0802,0.01775
0.0741,0.018209
0.0761,0.017792000000000002
0.0786,0.018458
0.0804,0.019875
0.0785,0.018041

